FID,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,LocAddress,CityName,State,locZip,countyName,FO,locSupplem,opStatus,OperatType,BasinInspe,AnimalUnit,Horses,TownshipNa,Tier,Range,rangeDir,Sectn,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink,uniqueID,Swine,CattleDair,CattleBeef,Chickens,Turkeys,SheepLGoat,Other,ConsPermit,NPDESPermi,MMP,PindexMMP,NMP
6229,1362073,Wenger Pork LLC Site 3,31,1,20000214602.0,310703634,58952,Wenger Pork Llc Site 3,5059 380th St,Cylinder,IA,50528,Palo Alto,3, ,Active,Confinement,Yes,800.0,0,Freedom,96,32,W,26,43.09858,-94.58969,370634,4772988,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,7,4,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58952,7022,800,0,0,0,0,0,0,N,N,Y,Y,N
6300,1362145,Jason Reinke Finisher,31,1,20000214675.0,310706922,57750,Jason Reinke Finisher,2079 95th St,Geneva,IA,50633,Franklin,2, ,Active,Confinement,No,800.0,0,Geneva,91,19,W,29,42.66477,-93.11054,490941,4723595,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,12,6,70802040504.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57750,7093,800,0,0,0,0,0,0,N,N,N,Y,N
6351,1362196,C. H. Brandt & Sons Inc. - Sec 25,32,1,20000214727.0,310709016,56482,C. H. Brandt & Sons Inc. - Sec 25,11450 DUMFRIES AVE,Council Bluffs,IA,0,Pottawattamie,4, ,Inactive,Open Feedlot,No,800.0,0,Lewis,74,43,W,25,41.18014,-95.74376,269863,4562385,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,98,49,102300060406.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56482,7144,0,0,800,0,0,0,0,N,N, , , 
6372,1362217,Nelson Site - Amvc Re LLC,31,1,20000214748.0,310709865,58248,Nelson Site - Amvc Re Llc,3296 Eagle Ave,Exira,IA,50076,Audubon,4, ,Active,Confinement,No,800.0,0,Oakfield,78,36,W,20,41.53387,-95.0216,331355,4599998,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,58,29,102400030501.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58248,7165,800,0,0,0,0,0,0,N,N,N,N,N
6382,1362227,T-grid Site,31,1,20000214758.0,310710264,56857,T-grid Site,2648 210th Street,Alvord,IA,51230,Lyon,3, ,Active,Confinement,No,800.0,0,Cleveland,99,46,W,34,43.34654,-96.2647,235392,4804475,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56857,7175,800,0,0,0,0,0,0,N,N,Y,N,N
6383,1362228,Golden Pond Feedlot,32,1,20000214759.0,310710317,57574,Golden Pond Feedlot,1354 260th St,Inwood,IA,51240,Lyon,3, ,Active,Open Feedlot,No,800.0,0,Lyon,98,48,W,28,43.27712,-96.51592,214704,4797594,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,101702031908.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57574,7176,0,0,800,0,0,0,0,N,N, , , 
6429,1362669,Hoogie Hogs,31,1,20000215226.0,310732115,62999,Hoogie Hogs,2755 Dogwood Avenue,Rock Valley,IA,51247,Sioux,3, ,Active,Confinement,No,800.0,0,Sioux,97,47,W,2,43.24944,-96.35499,227639,4793982,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,101702040803.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62999,7619,800,0,0,0,0,0,0,N,N,N,Y,N
6505,1362744,Grove 4,31,1,20000215301.0,310735709,63640,Grove 4,12758 Greenfield Avenue,Monona,IA,52159,Clayton,1, ,Active,Confinement,No,800.0,0,Giard,95,4,W,18,43.04204,-91.36677,633032,4766778,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,24,12,70600011002.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63640,7695,800,0,0,0,0,0,0,N,N,N,Y,N
6513,1362752,R & J De Jong Farms,31,1,20000215309.0,310735981,59736,R & J De Jong Farms,4080 370th St,Sheldon,IA,51201,Sioux,3, ,Active,Confinement,No,800.0,0,Capel,96,44,W,24,43.11366,-95.98538,257109,4777764,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,102300020305.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59736,7703,800,0,0,0,0,0,0,N,N,Y,N,N
6586,1362825,Hansen Chuck,31,1,20000215386.0,310739796,58915,Hansen Chuck,1843 Gard Ave,Schaller,IA,51053,Sac,3, ,Active,Confinement,No,800.0,0,Eden,89,37,W,17,42.52708,-95.23271,316623,4710715,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,52,26,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58915,7776,800,0,0,0,0,0,0,N,N,N,Y,N
6589,1362828,Webb Site 1,31,1,20000215389.0,310740017,58417,Webb Site 1,4725 250th Ave,Webb,IA,51366,Clay,3, ,Active,Confinement,No,800.0,0,Herdland,94,36,W,16,42.96198,-95.0939,329222,4758719,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,5,3,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58417,7779,800,0,0,0,0,0,0,N,N,Y,N,N
6640,1362879,Sel Hahn Inc.,31,1,20000215444.0,310742855,58633,Sel Hahn Inc.,1736 250th St,Washington,IA,52353,Washington,6, ,Active,Confinement,No,810.0,0,Franklin,75,8,W,17,41.29382,-91.80723,599868,4572061,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,89,45,70801070102.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58633,7830,810,0,0,0,0,0,0,N,N,Y,N,N
6725,1362964,Stek,31,1,20000215541.0,310747485,59578,Stek,3011 163rd Street,New Sharon,IA,50207,Mahaska,5, ,Active,Confinement,No,800.0,0,Monroe,76,14,W,4,41.4199,-92.48632,542926,4585499,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,75,38,70801060404.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59578,7915,800,0,0,0,0,0,0,N,N,Y,N,N
6772,1363010,David Weller,31,1,20000215590.0,310749465,62157,David Weller,2722 390th St,Manning,IA,51455,Crawford,4, ,Inactive,Confinement,No,800.0,0,Hayes,83,0, ,0,41.96022,-95.1108,325075,4647515,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,51,26,102400020105.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62157,7962,800,0,0,0,0,0,0,N,N, , , 
6792,1363030,Marienau Jason,31,1,20000215611.0,310750368,62556,Marienau Jason,14651 K42,Le Mars,IA,51031,Plymouth,3, ,Active,Confinement,No,800.0,0,Grant,93,46,W,28,42.84192,-96.27584,232297,4748467,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,102300020407.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62556,7982,800,0,0,0,0,0,0,N,N,N,Y,N
6793,1363031,Jt Hogs,31,1,20000215612.0,310750402,59334,Jt Hogs,5529 370th St,Primghar,IA,51245,O'Brien,3, ,Active,Confinement,No,800.0,0,Summit,96,42,W,28,43.11292,-95.69805,280484,4776888,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,5,3,102300031201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59334,7983,800,0,0,0,0,0,0,N,N,Y,N,N
6806,1363044,C & K Pork Inc. Site 24,31,1,20000215625.0,310750886,61447,C & K Pork Inc. Site 24,1052 BUCHANAN DELAWARE AVENUE,Lamont,IA,50650,Delaware,1, ,Active,Confinement,No,800.0,0,Richland,90,6,W,6,42.63639,-91.60457,614409,4721382,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,24,12,70600060203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61447,7996,800,0,0,0,0,0,0,N,N,Y,N,N
6825,1361057,Carstensen Andy,31,1,20000213535.0,310752268,60394,Carstensen Andy,2544 Dean Ave,Schaller,IA,51053,Sac,3, ,Active,Confinement,Yes,800.0,0,Cook,88,38,W,21,42.42339,-95.28297,312184,4699311,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,52,26,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60394,6004,800,0,0,0,0,0,0,Y,N,N,Y,N
6827,1361059,Doeden Michael - Nursery Site,31,1,20000213537.0,310752375,59569,Doeden Michael - Nursery Site,738 480th St,Marcus,IA,51035,Cherokee,3, ,Active,Confinement,No,800.0,0,Sheridan,92,41,W,6,42.82228,-95.73239,276640,4744702,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,53,27,102300040102.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59569,6006,800,0,0,0,0,0,0,N,N,Y,N,N
6829,1361061,Rr Pork,31,1,20000213539.0,310752464,63990,Rr Pork,2819 240th St,Winthrop,IA,50682,Buchanan,1, ,Active,Confinement,No,800.0,0,Liberty,88,8,W,12,42.44322,-91.7232,605005,4699778,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,23,12,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63990,6008,800,0,0,0,0,0,0,N,N,N,Y,N
6914,1361148,Triple G Two,7,1,20000213632.0,310661795,65250,Triple G Two,32312 260th Street,Keota,IA,52248,Keokuk,6, ,Active,Confinement,No,800.0,0,Clear Creek,75,10,W,26,41.27982,-91.97692,585678,4570325,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263600000000.0,moved to building center,3,76,38,70801070604.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65250,6094,800,0,0,0,0,0,0,N,N,N,Y,N
6916,1361150,H And S Farm Partnership Harper Hogs,31,1,20000213634.0,310661831,61822,H And S Farm Partnership Harper Hogs,26750 200th St,Harper,IA,52231,Keokuk,6, ,Active,Confinement,No,800.0,0,Plank,76,11,W,26,41.36588,-92.08777,576295,4579776,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,76,38,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61822,6096,800,0,0,0,0,0,0,N,N,N,Y,N
6923,1361157,Progressive Pork Site 22,31,1,20000213641.0,310662027,61368,Progressive Pork Site 22,1554 Buchanan Delaware Avenue,Lamont,IA,50650,Delaware,1, ,Active,Confinement,No,800.0,0,Richland,90,6,W,31,42.5632,-91.60808,614254,4713250,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,24,12,70600060206.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61368,6103,800,0,0,0,0,0,0,N,N,Y,N,N
6925,1361159,Rehder Paul,31,1,20000213644.0,310662205,63431,Rehder Paul,4359 Oak Hill Ave,Granville,IA,51022,O'Brien,3, ,Active,Confinement,No,800.0,0,Baker,95,42,W,27,43.01214,-95.78218,273267,4765919,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,5,3,102300020304.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63431,6105,800,0,0,0,0,0,0,N,N,N,Y,N
6940,1361173,Alan Kruse,32,1,20000213659.0,310662721,66877,Alan Kruse,2260 170TH STREET,De Witt,IA,52742,Clinton,6, ,Active,Open Feedlot,No,800.0,0,Welton,82,3,E,6,41.8254,-90.51036,706756,4633388,25,INTERPOLATION-MAP,PLANT ENTRANCE (GENERAL), ,bert.nol,1537546236000.0, ,2,97,49,70801030604.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66877,6120,0,0,800,0,0,0,0,N,N, , , 
6985,1361218,Bachman Pork,31,1,20000213704.0,310664454,61697,Bachman Pork,2604 240th St,Sac City,IA,50583,Sac,3, ,Active,Confinement,No,800.0,0,Jackson,88,36,W,17,42.44357,-95.07079,329695,4701105,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,52,26,71000060403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61697,6165,800,0,0,0,0,0,0,N,N,Y,Y,N
6995,1361228,Tim Erickson Farm,31,1,20000213715.0,310664983,58472,Tim Erickson Farm,3348 110th St,Lorimor,IA,50149,Union,4, ,Active,Confinement,No,800.0,0,New Hope,73,28,W,1,41.14307,-94.0244,414032,4555145,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,95,48,71000080502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58472,6175,800,0,0,0,0,0,0,N,N,Y,N,N
7032,1361266,Johnson Robert,31,1,20000213754.0,310666863,61551,Johnson Robert,26241 120th St,Le Mars,IA,51031,Plymouth,3, ,Inactive,Confinement,No,800.0,0,Grant,93,46,W,8,42.88052,-96.30554,230038,4752849,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,102300020207.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61551,6212,800,0,0,0,0,0,0,N,N,Y,N,N
7048,1361281,Ron Swestka Farm - North Site,31,1,20000213769.0,310667371,59071,Ron Swestka Farm - North Site,18649 Valley Avenue,Cresco,IA,52136,Howard,1, ,Active,Confinement,No,800.0,0,New Oregon,97,11,W,4,43.24684,-92.142,569654,4788584,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,15,8,70600040304.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59071,6228,800,0,0,0,0,0,0,N,N,Y,N,N
7079,1361312,Gaal 11,31,1,20000213802.0,310668989,58810,Gaal 11,11390 South 128th Avenue East,Sully,IA,50251,Jasper,5, ,Active,Confinement,No,800.0,0,Lynn Grove,78,17,W,31,41.50884,-92.86322,511415,4595255,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,41,21,70801051002.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58810,6259,800,0,0,0,0,0,0,N,N,Y,N,N
7105,1361339,Glasgow Site,31,1,20000213830.0,310670623,58744,Glasgow Site,2481 Unicorn Ave,Fairfield,IA,52556,Jefferson,6, ,Active,Confinement,No,800.0,0,Round Prairie,71,8,W,16,40.9459,-91.78059,602639,4533468,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,90,45,70801070709.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58744,6286,800,0,0,0,0,0,0,N,N,N,Y,N
7126,1361360,Nick Eike,31,1,20000213851.0,310671568,59640,Nick Eike,2828 197th Ave,Manchester,IA,52057,Delaware,1, ,Active,Confinement,No,800.0,0,Hazel Green,87,5,W,3,42.37931,-91.40533,631281,4693124,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,32,16,70600060401.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59640,6307,800,0,0,0,0,0,0,N,N,N,Y,N
7138,1361372,Alan Bruhn,32,1,20000213863.0,310672223,65045,Alan Bruhn,14535 Walnut Ave,Mapleton,IA,51034,Monona,4, ,Inactive,Open Feedlot,No,800.0,0,Cooper,85,42,W,25,42.14651,-95.68867,277834,4669542,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,55,28,102300010507.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65045,6319,0,0,800,0,0,0,0,N,N, , , 
7148,1361382,Kelvin Langmaid,31,1,20000213873.0,310672558,58013,Kelvin Langmaid,4716 N 99th Ave E,Newton,IA,50208,Jasper,5, ,Active,Confinement,No,800.0,0,Mariposa,81,18,W,7,41.83468,-92.99463,500446,4631422,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,41,21,70801060103.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58013,6329,800,0,0,0,0,0,0,N,N,N,Y,N
7161,1361395,Superior Feedlots LLC,26,1,20000213886.0,310673204,56799,Superior Feedlots Llc,3370 150th St,Estherville,IA,51334,Dickinson,3, ,Active,Confinement/Open Feedlot,No,800.0,0,Superior,100,35,W,36,43.43102,-94.91925,344662,4810470,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,6,3,71000020106.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56799,6342,0,0,800,0,0,0,0,N,N, , , 
7178,1361412,North Hosteng,31,1,20000213905.0,310674052,58076,North Hosteng,3158 290th St,Sac City,IA,50583,Sac,3, ,Active,Confinement,No,800.0,0,Coon Valley,87,35,W,7,42.36822,-94.96283,338381,4692527,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,51,26,71000060801.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58076,6359,800,0,0,0,0,0,0,N,N,Y,N,N
7193,1361427,Eagle Site,31,1,20000213920.0,310674701,61652,Eagle Site,2075 Eagle Ave,Alvord,IA,51230,Lyon,3, ,Active,Confinement,No,800.0,0,Cleveland,99,46,W,31,43.34926,-96.31447,231370,4804937,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61652,6374,800,0,0,0,0,0,0,N,N,N,N,N
7213,1361447,Winterset Farms - K-18,31,1,20000213940.0,310675837,63841,Winterset Farms - K-18,12676 K-18N,Akron,IA,51001,Plymouth,3, ,Active,Confinement,No,800.0,0,Portland,93,48,W,13,42.87173,-96.46843,216694,4752409,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,101702032202.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63841,6394,800,0,0,0,0,0,0,N,N,N,Y,N
7269,1362297,Bkh Pork - Langel,31,1,20000214831.0,310713732,58420,Bkh Pork - Langel,5028 Jefferson Ave,Alton,IA,51003,Sioux,3, ,Active,Confinement,No,800.0,0,Nassau,94,44,W,35,42.92178,-96.01627,253829,4756543,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,102300020307.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58420,7247,800,0,0,0,0,0,0,N,N,Y,N,N
7293,1361493,Relph Farms Inc.,32,1,20000213988.0,310677908,57576,Relph Farms Inc.,1426 90th St,Corydon,IA,50060,Wayne,5, ,Inactive,Open Feedlot,No,800.0,0,Washington,70,22,W,28,40.83606,-93.40271,466048,4520637,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,94,47,102802010101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57576,6439,0,0,800,0,0,0,0,N,N, , , 
7312,1361501,Streit Doug - Mesner Acreage,7,1,20000213996.0,310678209,62163,Streit Doug - Mesner Acreage,4222 Warbler Ave, ,IA,51058,O'Brien,3, ,Active,Confinement/Open Feedlot,No,820.0,0, ,0,0,W,0,43.03,-95.47,299169,4767521,0, , , , ,0.0, , ,0,0,102300031003.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62163,6448,720,0,100,0,0,0,0,Y,N,N,Y,N
7326,1362326,Kiesau,31,1,20000214862.0,310715287,62925,Kiesau,1951 114th Ave,Waukon,IA,52172,Winneshiek,1, ,Active,Confinement,No,800.0,0,Frankville,97,7,W,13,43.22156,-91.60939,612939,4786357,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,16,8,70600010903.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62925,7276,800,0,0,0,0,0,0,N,N,N,Y,N
7346,1361518,Dennis D Berger And Son Inc Barn 1 And 2,31,1,20000214013.0,310678798,58171,Dennis D Berger And Son Inc Barn 1 And 2,1261 Elm Ave,Wellman,IA,52356,Washington,6, ,Active,Confinement,No,800.0,0,Lime Creek,77,9,W,14,41.47477,-91.865,594768,4592085,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,89,45,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58171,6465,800,0,0,0,0,0,0,N,N,N,N,N
7352,1361521,Triple G Feedlot,26,1,20000214016.0,310678952,58995,Triple G Feedlot,2357 BUCHANAN AVE,Inwood,IA,0,Lyon,3, ,Active,Confinement/Open Feedlot,No,800.0,0,Lyon,98,48,W,14,43.30677,-96.46893,218654,4800727,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58995,6468,800,0,0,0,0,0,0,N,N,Y,Y,Y
7362,1362345,Jm & Td LLC,31,1,20000214882.0,310716044,63949,Jm & Td Llc,1751 Centennial Rd,Ossian,IA,52161,Winneshiek,1, ,Active,Confinement,No,800.0,0,Frankville,97,7,W,30,43.19098,-91.70977,604839,4782832,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,16,8,70600020403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63949,7295,800,0,0,0,0,0,0,N,N,N,Y,N
7405,1362367,Jager Chad,31,1,20000214904.0,310716802,61599,Jager Chad,2351 Monroe Ave,Ashton,IA,51232,Osceola,3, ,Active,Confinement,No,800.0,0,Gilman,98,48,W,18,43.30922,-95.84506,269264,4799085,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,5,3,101702040503.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61599,7317,800,0,0,0,0,0,0,N,N,N,N,N
7441,1362388,Leroy & Joan Schmit Farm,31,1,20000214926.0,310717774,58959,Leroy & Joan Schmit Farm,5533 GARLING RD,Jesup,IA,0,Black Hawk,1, ,Active,Confinement,No,800.0,0,Fox,88,11,W,21,42.42156,-92.1239,572076,4696955,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,23,12,70802051002.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58959,7338,800,0,0,0,0,0,0,N,N,Y,N,N
7488,1362413,Randy Bruch,31,1,20000214954.0,310719078,58536,Randy Bruch,1365 Mockingbird Ave,Audubon,IA,50025,Audubon,4, ,Active,Confinement,No,800.0,0,Cameron,81,35,W,24,41.80999,-94.86148,345375,4630355,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,58,29,102400030202.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58536,7363,800,0,0,0,0,0,0,N,N,N,Y,N
7501,1362420,J & B Cattle,32,1,20000214961.0,310719381,64277,J & B Cattle,3146 HWY 175,Lohrville,IA,51453,Calhoun,3, ,Inactive,Open Feedlot,No,800.0,0,Reading,86,31,W,18,42.26687,-94.50481,375896,4680503,100,ADDRESS MATCHING-DIGITIZED, , ,ggeorg,1218672000000.0, ,4,50,25,71000060904.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64277,7370,0,0,800,0,0,0,0,N,N, , , 
7511,1362424,Hoogendorn Brothers,32,1,20000214965.0,310719509,56677,Hoogendorn Brothers,2653 Kennedy Ave,George,IA,51237,Lyon,3, ,Inactive,Open Feedlot,No,800.0,0,Wheeler,98,44,W,35,43.26362,-96.00367,256218,4794472,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,101702040505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56677,7374,0,0,800,0,0,0,0,N,N, , , 
7515,1362426,Allen Steve,32,1,20000214967.0,310719618,56727,Allen Steve,2381 Gard Ave,Early,IA,50535,Sac,3, ,Inactive,Open Feedlot,No,804.0,4,Cook,88,37,W,11,42.44438,-95.22582,316947,4701517,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,52,26,102300070202.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56727,7376,0,0,800,0,0,0,0,N,N, , , 
7581,1361632,Northland Feeders,7,1,20000214135.0,310684132,65877,Northland Feeders,3322 Oriole Avenue,Sanborn,IA,51248,O'Brien,3, ,Active,Confinement/Open Feedlot,No,800.0,0,Summit,96,41,W,6,43.16775,-95.74119,277173,4783092,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263600000000.0,moved to building center,5,5,3,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65877,6580,0,800,0,0,0,0,0,Y,N,N,Y,N
7680,1361680,Schooley Farms,32,1,20000214185.0,310686121,56986,Schooley Farms,15603 Oak Ave,Bloomfield,IA,52537,Davis,6, ,Active,Open Feedlot,No,800.0,0,Lick Creek,70,13,W,33,40.82375,-92.35998,553970,4519389,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,94,47,71000090901.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56986,6629,0,0,800,0,0,0,0,N,N, , , 
7699,1362518,Alan Fuller Site 1,31,1,20000215069.0,310725105,61771,Alan Fuller Site 1,2082 Slater Ave,Winthrop,IA,50682,Buchanan,1, ,Active,Confinement,No,800.0,0,Byron,89,8,W,25,42.48576,-91.73046,604338,4704493,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,23,12,70801020903.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61771,7468,800,0,0,0,0,0,0,N,N,N,N,N
7700,1361690,Cottonwood,31,1,20000214196.0,310686572,63260,Cottonwood,2335 Oriole Place,Audubon,IA,50025,Audubon,4, ,Active,Confinement,No,819.2,0,Greeley,79,34,W,9,41.66915,-94.81295,349077,4614631,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,58,29,102400030204.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63260,6638,819,0,0,0,0,0,0,N,N,N,Y,N
7790,1361735,Plendl Lucas - South,31,1,20000214246.0,310688561,61552,Plendl Lucas - South,4857 Harrison Ave,Maurice,IA,51036,Sioux,3, ,Active,Confinement,No,800.0,0,Sherman,94,45,W,21,42.94822,-96.15598,242536,4759899,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,102300020405.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61552,6684,800,0,0,0,0,0,0,N,N,Y,N,N
