FID,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,LocAddress,CityName,State,locZip,countyName,FO,locSupplem,opStatus,OperatType,BasinInspe,AnimalUnit,Horses,TownshipNa,Tier,Range,rangeDir,Sectn,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink,uniqueID,Swine,CattleDair,CattleBeef,Chickens,Turkeys,SheepLGoat,Other,ConsPermit,NPDESPermi,MMP,PindexMMP,NMP
9724,1396145,N - R,32,1,20000277285.0,311714348,66516,N - R,3346 Dove Ave,Rock Valley,IA,51247,Sioux,3, ,Active,Open Feedlot,No,240.0,0,Plato,96,46,W,6,43.16572,-96.32933,229353,4784601,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497523234000.0,moved to middle of feedlot,4,4,2,101702040805.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66516,8640,0,0,240,0,0,0,0,N,N, , , 
9797,1396324,Clark Tibben,32,1,20000277784.0,311723221,66555,Clark Tibben,1361 Crane Ave,Audubon,IA,50025,Audubon,4, ,Active,Open Feedlot,No,240.0,0,Lincoln,81,36,W,20,41.80927,-95.0548,329315,4630641,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,richard.,1319192113000.0, ,5,58,29,102400020202.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66555,8676,0,0,240,0,0,0,0,N,N, , , 
9808,1415247,Snyder Dairy,31,1,20000325086.0,311969601,67015,Snyder Dairy,3532 Ira Ave,Odebolt,IA,51458,Sac,3, ,Active,Confinement,No,224.0,0,Levey,86,37,W,8,42.27882,-95.18707,319661,4683050,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1495724755000.0,moved to middle of building,4,11,6,102300070205.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67015,9128,0,224,0,0,0,0,0,N,N, , , 
9903,1415618,Cleveringa Lloyd,7,1,20000325665.0,311979965,67067,Cleveringa Lloyd,4616 Ibex Ave,Orange City,IA,51041,Sioux,3, ,Active,Confinement,No,240.0,0, ,94,45,W,12,42.98085,-96.11431,246069,4763396,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,kenneth.,1434461241000.0, ,4,4,2,102300020206.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67067,9178,240,0,0,0,0,0,0,Y,N,N,Y,N
9904,1396742,Fluit Craig,32,1,20000278508.0,311734228,66611,Fluit Craig,2940 Harrison Ave,Hull,IA,51239,Sioux,3, ,Active,Open Feedlot,No,220.0,0,Lincoln,97,45,W,15,43.22232,-96.1567,243624,4790343,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,richard.,1327410728000.0, ,5,4,2,101702041101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66611,8728,0,220,0,0,0,0,0,N,N, , , 
9983,1397130,Jim Tibken,32,1,20000295548.0,311751141,66668,Jim Tibken,63091 690th St,Wiota,IA,50274,Cass,4, ,Active,Open Feedlot,No,220.0,0,Union,75,35,W,9,41.31457,-94.87392,343148,4575372,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,richard.,1319791821000.0, ,5,57,29,102400090301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66668,8783,0,0,220,0,0,0,0,N,N, , , 
10411,1458809,West Finishing Site-steve Kerns,7,1,20000382291.0,312022156,67376,West Finishing Site-steve Kerns,SHERWOOD AVENUE,Lenox,IA,50851,Taylor,4, ,Active,Confinement,Yes,232.0,0,Grove,70,33,W,25,40.83562,-94.58854,366068,4521723,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cindy.ga,1652440752000.0, ,3,24,12,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67376,11617,232,0,0,0,0,0,0,Y,N,N,Y,N
10430,1458965,Mark Decker Dairy,32,1,20000382623.0,313280812,69507,Mark Decker Dairy,11141 SKYLINE RD,Dubuque,IA,0,Dubuque,1, ,Active,Open Feedlot,No,205.0,0,Table Mound,88,2,E,34,42.38591,-90.7092,688572,4695167,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1502064000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69507,11636,0,140,65,0,0,0,0,N,N, , , 
10477,1459277,Hegeman Bill,31,1,20000383544.0,313429064,69552,Hegeman Bill,5466 H Avenue,Cleghorn,IA,51012,Cherokee,3, ,Active,Confinement,No,230.0,0,Rock,91,41,W,6,42.73154,-95.72649,276796,4734609,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1504569600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69552,11683,230,0,0,0,0,0,0,N,N, , , 
10486,1459315,Anderson Doyle,31,1,20000383633.0,313451239,69563,Anderson Doyle,4471 150TH AVE,Sioux City,IA,0,Buena Vista,3, ,Active,Confinement,No,220.0,0,Lee,93,36,W,17,42.87648,-95.11733,327071,4749273,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1504828800000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69563,11692,220,0,0,0,0,0,0,N,N, , , 
10583,1459961,Sokolowski Joe,31,1,20000385316.0,313728766,69673,Sokolowski Joe,6545 T AVE,Holstein,IA,0,Cherokee,3, ,Active,Confinement,No,220.0,0,Diamond,90,39,W,32,42.57042,-95.48421,296106,4716104,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69673,11790,220,0,0,0,0,0,0,N,N, , , 
10592,1459970,Ruden Pork LLC,31,1,20000385325.0,313728866,69676,Ruden Pork Llc,4202 G AVE,Marcus,IA,51035,Cherokee,3, ,Active,Confinement,No,220.0,0,Marcus,93,42,W,1,42.90934,-95.74164,276199,4754395,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69676,11799,220,0,0,0,0,0,0,N,N, , , 
10650,1460302,Roder Jeff,31,1,20000386581.0,313913834,69740,Roder Jeff,28163 200TH ST,Le Mars,IA,0,Plymouth,3, ,Active,Confinement,Yes,228.0,0,Washington,92,46,W,22,42.7646,-96.2705,232400,4739863,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69740,11857,228,0,0,0,0,0,0,N,N, , , 
10677,1460367,Merlin Sandersfeld,26,1,20000386701.0,313936319,69760,Merlin Sandersfeld,2319 100TH AVE,Harris,IA,0,Osceola,3, ,Active,Confinement/Open Feedlot,No,220.0,0,Harrison,98,39,W,13,43.30948,-95.38837,306304,4797953,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,michelle,1513251247000.0, ,4,1,1,102300030401.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69760,11884,220,0,0,0,0,0,0,N,N, , , 
10726,1460463,Wallin Lyle,31,1,20000386935.0,313973474,69814,Wallin Lyle,4547 REDWING AVE,Paullina,IA,0,O'Brien,3, ,Active,Confinement,No,204.8,0,Union,94,41,W,4,42.9936,-95.6883,280852,4763612,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1513296000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69814,11934,204,0,0,0,0,0,0,N,N, , , 
10916,1455382,Keith Elsbernd Dairy,32,1,20000376574.0,312581338,69120,Keith Elsbernd Dairy,1923 227TH AVE,Calmar,IA,0,Winneshiek,1, ,Inactive,Open Feedlot,No,206.0,0,Calmar,97,9,W,13,43.21588,-91.84906,593482,4785432,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1472169600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69120,11247,0,206,0,0,0,0,0,N,N, , , 
11012,1443497,Gordon Farms,32,1,20000358295.0,312338342,67972,Gordon Farms,1147 490th St,Meriden,IA,51037,Cherokee,3, ,Active,Open Feedlot,No,210.0,0,Sheridan,92,41,W,2,42.80899,-95.65217,283152,4743016,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,zachery.,1481639816000.0,moved to middle of feedlot,4,3,2,102300031211.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67972,10054,0,0,210,0,0,0,0,N,N, , , 
11090,1444150,K Valley Farm,32,1,20000359397.0,312349976,67992,K Valley Farm,1152 330th Ave,Waucoma,IA,52171,Winneshiek,1, ,Active,Open Feedlot,No,212.2,0,Jackson,96,10,W,29,43.10465,-92.05096,577224,4772873,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1494854408000.0,moved to middle of feedlot,1,55,28,70600040203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67992,10077,0,212,0,0,0,0,0,N,N, , , 
11136,1456445,Demmer Beef,32,1,20000377982.0,312601164,69183,Demmer Beef,19465 PILOT GROVE RD,Peosta,IA,0,Dubuque,1, ,Active,Open Feedlot,No,230.0,0,Vernon,88,1,E,20,42.42211,-90.87503,674821,4698832,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1483056000000.0, , ,0,0,70600060606.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69183,11313,0,0,230,0,0,0,0,N,N, , , 
11214,1444910,Kibbie Pat - Jim's Site,32,1,20000360444.0,312366184,68034,Kibbie Pat - Jim's Site,4258 420th St,Emmetsburg,IA,50536,Palo Alto,3, ,Active,Open Feedlot,No,225.0,0,Great Oak,95,33,W,21,43.0377,-94.74678,357708,4766481,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1495448610000.0,moved to middle of feedlot,4,2,1,71000020803.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=68034,10114,0,0,225,0,0,0,0,N,N, , , 
11670,1446001,Max Rouse,31,1,20000362505.0,312390215,68167,Max Rouse,4106 470th St,Curlew,IA,50527,Palo Alto,3, ,Active,Confinement,No,209.6,0,Rush Lake,94,33,W,17,42.96629,-94.77548,355203,4758600,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1495447203000.0,moved to middle of building,4,2,1,71000020701.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=68167,10248,209,0,0,0,0,0,0,N,N, , , 
11786,1458169,Leslie Miller,26,1,20000380888.0,312913809,69379,Leslie Miller,2851 560TH ST SW,Kalona,IA,0,Johnson,6, ,Active,Confinement/Open Feedlot,No,230.0,0,Sharon,78,7,W,34,41.52158,-91.65184,612484,4597538,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1496275200000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69379,11511,120,0,110,0,0,0,0,N,N, , , 
11821,1446536,Frank Huntley,26,1,20000363454.0,312400545,68215,Frank Huntley,4615 110th St,Dolliver,IA,50531,Emmet,3, ,Active,Confinement/Open Feedlot,No,230.0,0,Lincoln,100,32,W,18,43.48747,-94.67666,364422,4816315,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1483446930000.0,moved to middle of feedlot,4,7,4,71000030107.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=68215,10304,0,0,70,0,0,0,0,N,N, , , 
12019,1465278,Dean Rahe,31,1,20000399927.0,315750095,70704,Dean Rahe,1307 370th St.,Bancroft,IA,50517,Kossuth,2, ,Active,Confinement,Yes,200.0,0,Ramsey,98,28,W,18,43.29937,-94.1928,403250,4794751,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70704,12816,200,0,0,0,0,0,0,N,N, , , 
12057,1465405,Mervin Brubaker,26,1,20000400261.0,315803873,70747,Mervin Brubaker,13482 240th Street,Milton,IA,52570,Van Buren,6, ,Active,Confinement/Open Feedlot,Yes,235.0,0,Jackson,68,11,W,15,40.69597,-92.11187,575036,4505387,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,jeff.pri,1584613968000.0, ,2,82,41,71100010205.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70747,12855,0,235,0,0,0,0,0,N,N, , , 
12070,1465462,Bryan Amstutz,31,1,20000400420.0,315819566,70765,Bryan Amstutz,30062 270th Street,Pulaski,IA,0,Davis,6, ,Active,Confinement,No,200.0,0,Prairie,68,12,W,21,40.67163,-92.25024,563368,4502576,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1542758400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70765,12868,200,0,0,0,0,0,0,N,N, , , 
12074,1465466,Corey Rasmussen,32,1,20000400424.0,315819639,70761,Corey Rasmussen,1101 Timber Road,Harlan,IA,51537,Crawford,4, ,Active,Open Feedlot,No,210.0,0,Jackson,79,37,W,8,42.03357,-95.38202,302824,4656249,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1542758400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70761,12872,0,210,0,0,0,0,0,N,N, , , 
12116,1465663,Helen Hohl,32,1,20000401006.0,315895775,70812,Helen Hohl,2217 150th Avenue,Donnellson,IA,0,Lee,6, ,Active,Open Feedlot,No,200.0,0,Van Buren,67,7,W,2,40.63535,-91.62714,616095,4499185,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1544140800000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70812,12914,0,0,200,0,0,0,0,N,N, , , 
12121,1465668,Doug Vogel,31,1,20000401011.0,315895857,70811,Doug Vogel, 1539 255th Street,Donnellson,IA,0,Lee,6, ,Active,Confinement,Yes,200.0,0,Van Buren,67,7,W,24,40.59232,-91.61395,617286,4494426,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,jeffrey.,1546429036000.0, ,2,83,42,71000091102.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70811,12919,200,0,0,0,0,0,0,N,N, , , 
12158,1465743,Jay Straight Open Feedlot,32,1,20000401175.0,315911654,70848,Jay Straight Open Feedlot,2173 Morgan Avenue,Logan,IA,51546,Harrison,4, ,Active,Open Feedlot,No,200.0,0,Magnolia,80,43,W,34,41.69312,-95.84311,263401,4619611,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1544486400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70848,12956,0,0,200,0,0,0,0,N,N, , , 
12180,1465825,Alan Schulz,32,1,20000401532.0,315949485,70869,Alan Schulz,32527 270th Street,Neola,IA,51559,Pottawattamie,4, ,Active,Open Feedlot,No,200.0,0,Neola,77,42,W,10,41.48814,-95.66525,277500,4596377,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1545091200000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70869,12978,0,0,200,0,0,0,0,N,N, , , 
12240,1465992,Richard Portsman,31,1,20000402087.0,316039324,70944,Richard Portsman,7660 112th street,Blue Grass,IA,0,Scott,6, ,Active,Confinement,No,200.0,0,Buffalo,77,2,E,17,41.46887,-90.75128,687780,4593249,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1546560000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70944,13039,0,0,0,0,0,0,0,N,N, , , 
12255,1466013,Viola Portwood,32,1,20000402173.0,316047164,70952,Viola Portwood,1805 Johnson Iowa Rd,Oxford,IA,0,Iowa,6, ,Active,Open Feedlot,No,200.0,0,Iowa,80,9,W,13,41.74132,-91.83733,596679,4621709,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1546819200000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70952,13054,0,0,200,0,0,0,0,N,N, , , 
12284,1466066,Darrell Schafbuck,32,1,20000402285.0,316063393,70979,Darrell Schafbuck,1027 230th Street,Victor,IA,0,Iowa,6, ,Active,Open Feedlot,No,230.0,0,Lincoln,79,12,W,6,41.6778,-92.29491,558687,4614244,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1546992000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70979,13083,0,0,230,0,0,0,0,N,N, , , 
12286,1466068,Roger Kuesel,32,1,20000402287.0,316063428,70976,Roger Kuesel,2597 CC Avenue,Victor,IA,0,Iowa,6, ,Active,Open Feedlot,No,200.0,0,Lincoln,79,12,W,21,41.63398,-92.25486,562062,4609407,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1546992000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70976,13085,0,0,200,0,0,0,0,N,N, , , 
12300,1466094,Dean Hougland,32,1,20000402339.0,316071559,70990,Dean Hougland,29244 Ice Avenue,Bloomfield,IA,0,Davis,6, ,Active,Open Feedlot,No,200.0,0,Wyacondah,67,14,W,9,40.62059,-92.48038,543950,4496770,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1547078400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70990,13099,0,0,200,0,0,0,0,N,N, , , 
12305,1466099,Michael Barnhart,32,1,20000402344.0,316071659,70994,Michael Barnhart,29857 Kelp Avenue,Bloomfield,IA,0,Davis,6, ,Active,Open Feedlot,No,225.0,0,Wyacondah,67,14,W,11,40.61336,-92.44237,547171,4495987,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1547078400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70994,13104,0,0,225,0,0,0,0,N,N, , , 
12433,1460670,Harold Peyton - - South,32,1,20000387611.0,314062574,69886,Harold Peyton - - South,3461 255TH ST,Sac City,IA,0,Sac,3, ,Active,Open Feedlot,No,200.0,0,Cedar,88,35,W,22,42.42494,-94.901,343610,4698710,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1514851200000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69886,12012,0,0,200,0,0,0,0,N,N, , , 
12446,1460714,Justin Packnett,31,1,20000387708.0,314084845,69899,Justin Packnett,2584 REA RD,Afton,IA,0,Union,4, ,Active,Confinement,No,200.0,0,Dodge,73,29,W,11,41.12897,-94.16508,402205,4553728,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,paul.pet,1527177309000.0, ,3,21,11,102801020206.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69899,12021,0,0,0,200,0,0,0,Y,N, , , 
12528,1461129,Jeffrey and Karen Ahrenholtz,32,1,20000388700.0,314249355,69985,Jeffrey And Karen Ahrenholtz,2746 270TH ST,Denison,IA,0,Crawford,4, ,Active,Open Feedlot,No,200.0,0,Denison,83,39,W,36,41.95547,-95.32913,306966,4647456,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1517961600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69985,12103,0,0,200,0,0,0,0,N,N, , , 
12533,1461135,Patricia Plagge-jorgensen,26,1,20000388707.0,314249426,69984,Patricia Plagge-jorgensen,S AVENUE,Denison,IA,51442,Crawford,4, ,Active,Confinement/Open Feedlot,No,200.0,0,Denison,83,39,W,34,41.95478,-95.37726,302975,4647489,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1517961600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=69984,12108,0,0,200,0,0,0,0,N,N, , , 
12590,1461391,Loren Klein,31,1,20000389508.0,314382762,70047,Loren Klein,4751 MCKINLEY AVE,Granville,IA,0,Sioux,3, ,Active,Confinement,Yes,200.0,0,East Orange,94,43,W,13,42.95643,-95.86437,266357,4759958,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1519862400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70047,12165,200,0,0,0,0,0,0,N,N, , , 
12701,1462167,Alvin Inman,32,1,20000391520.0,314631579,70157,Alvin Inman,2425 125th Street,Corning,IA,50841,Adams,4, ,Active,Open Feedlot,No,200.0,0,Carl,73,33,W,16,41.11871,-94.6465,361773,4553241,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,batchefd,1524182400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70157,12275,0,0,200,0,0,0,0,N,N, , , 
12716,1462252,Brad Z Ranch (west),32,1,20000391713.0,314661906,70206,Brad Z Ranch (west),1454 Hwy 44,Guthrie Center,IA,50115,Guthrie,4, ,Active,Open Feedlot,No,200.0,0,Bear Grove,79,33,W,11,41.67121,-94.6621,361640,4614607,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1524700800000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70206,12290,0,0,200,0,0,0,0,N,N, , , 
12733,1462271,Todd Nelsen Farm,31,1,20000391733.0,314662127,70180,Todd Nelsen Farm,2481 170th Street,Audubon,IA,50025,Audubon,4, ,Active,Confinement,No,220.0,0,Melville,80,34,W,4,41.77281,-94.8164,349033,4626147,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1524700800000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70180,12307,220,0,0,0,0,0,0,N,N, , , 
12789,1462453,Jerome Mumm,32,1,20000392088.0,314715163,70245,Jerome Mumm,636 Hwy 59,Harlan,IA,51537,Shelby,4, ,Active,Open Feedlot,No,200.0,0,Fairview,78,39,W,4,41.59641,-95.3321,305639,4607594,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1525392000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=70245,12363,0,0,200,0,0,0,0,N,N, , , 
12992,1467255,Myron Koehn,31,1,20000405536.0,316522408,71230,Myron Koehn,M Avenue,Stanton,IA,51573,Montgomery,4, ,Active,Confinement,No,200.0,0,Scott,71,37,W,20,40.93357,-95.13238,320477,4533572,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1554336000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71230,13334,0,0,0,200,0,0,0,N,N, , , 
13018,1467534,Darren Barkman,31,1,20000406288.0,316642632,71259,Darren Barkman,2055 NATURE AVE,Stanton,IA,51573,Montgomery,4, ,Active,Confinement,No,200.0,0,Frankfort,72,37,W,28,41.00516,-95.11327,322279,4541481,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1556150400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71259,13360,0,0,0,200,0,0,0,N,N, , , 
13138,1469541,Arlyn Kauffman,31,1,20000409862.0,316867546,71373,Arlyn Kauffman,12750,Weldon,IA,50264,Decatur,5, ,Active,Confinement,No,201.66,0,Franklin,70,25,W,15,40.85961,-93.72438,438948,4523426,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1568246400000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71373,13480,0,0,0,201,0,0,0,N,N, , , 
13329,1471680,Norman Beachy,26,1,20000417866.0,317701612,71547,Norman Beachy,1219 Hwy 105,Saint Ansgar,IA,50472,Mitchell,2, ,Active,Confinement/Open Feedlot,No,232.0,0,Newburg,99,18,W,4,43.41534,-92.98314,501365,4806940,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71547,13657,0,232,0,0,0,0,0,N,N, , , 
13361,1471806,Wendel Holiday Open Feedlot,32,1,20000419219.0,317891979,71562,Wendel Holiday Open Feedlot,2539 Henry A Wallace Road,Greenfield,IA,50849,Adair,4, ,Active,Open Feedlot,No,200.0,0,Grand River,75,30,W,18,41.29073,-94.35194,386799,4571913,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1594857600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71562,13673,0,0,0,0,0,0,0,N,N, , , 
13363,1472888,Brush Creek Henhouse LLC,31,1,20000420586.0,317957023,71563,Brush Creek Henhouse Llc,175th Street,Leon,IA,50144,Decatur,5, ,Active,Confinement,No,200.0,0,Center,69,25,W,9,40.79517,-93.73975,437593,4516283,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,bryan.bu,1643636827000.0, ,2,27,14,102801020701.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71563,13674,0,0,0,200,0,0,0,N,N, , , 
13383,1473024,Jay Johnson,32,1,20000421340.0,318056672,71573,Jay Johnson,3359 Hwy 44,Logan,IA,51546,Harrison,4, ,Active,Open Feedlot,No,200.0,0,Cass,79,41,W,18,41.65691,-95.65962,278547,4615103,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1597104000000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71573,13684,0,0,200,0,0,0,0,N,N, , , 
13537,1478888,Steere Farms,31,1,20000435741.0,319628312,71646,Steere Farms,2444 170th Street,Tripoli,IA,50676,Bremer,1, ,Active,Confinement,Yes,200.0,0,Fremont,92,12,W,9,42.79977,-92.26846,559820,4738840,0,INTERPOLATION-PHOTO, , , ,0.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=71646,13761,200,0,0,0,0,0,0,N,N, , , 
